Prototype_Label,Age,FamilySize,Income,Wealth,Debt,FinEdu,ESG,Digital,BankFriend,LifeStyle,Luxury,Saving,Gender_dominant,Gender_score,Job_dominant,Job_score,Area_dominant,Area_score,CitySize_dominant,CitySize_score,Investments_dominant,Investments_score
0,58.47290585239437,3.131549759968567,0.5191643659246087,0.5443125753426233,0.5409020358669396,0.46996360001647897,0.5000925814522285,0.4539303915188361,0.5212948855611117,0.3840925089587623,0.3830514041733582,0.6150044192110636,Male,0.5179576698596038,Employee/Worker,1.4021687035788795,Nord,0.6116148583981763,Small town,0.7236144477645715,Capital accumulation,0.5526490873362765
1,50.08295264666901,1.4827569930432236,0.6213431344599614,0.5566821252056666,0.27162122016476575,0.5132125423827641,0.653064035553715,0.6822136896402072,0.5959473052077728,0.6216094094960012,0.6395863706388619,0.3921653660303575,Female,0.9109071603291709,Unemployed,1.7708925990315152,Nord,1.3963424506172344,Large city,3.303362587369026,No investments,0.4895177025463354
2,87.40678663713209,1.6415556132934812,0.3527488093582606,0.2887228214187793,-0.0933495481109784,0.24767944107130174,0.6833197885696913,0.2420838771157789,0.739485942143791,0.22534107481651133,0.1400768164503064,0.12176168674177618,Male,2.5024977217403324,Retired,1.4593179881308507,Nord,0.6689737561322535,Medium-sized city,0.4846986018265432,No investments,0.4433761516169534
3,51.51006107700377,1.6324568158413437,0.9535416965182975,0.9622929341664588,0.6248215113718572,0.8786044772092504,0.7082244034414523,0.9223438716298036,0.9262791285287306,0.8289714381588629,0.9629609522221648,0.5905957358752993,Male,0.7566759798379976,Employee/Worker,0.7736321031202011,Nord,1.1398726260269876,Large city,1.3069530935626321,Mostly lump sum,0.6988532290458422
4,89.8786474541822,1.7410054352643278,0.265439424627496,0.26540969420699206,-0.0803491782280027,0.3358200343709914,0.727267650464787,0.2812006008395831,0.7244641653159409,0.21181329764516488,0.1336417638144704,0.15257593004256736,Female,2.1708301627991857,Retired,1.535309960918355,Nord,0.5722581151512052,Small town,0.542205238682568,Mostly lump sum,0.9508484937078048
